Unnamed: 0,RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
65849,101811,Spring Rolls,40.0,60.0,100,"c(""eggs"", ""water"", ""flour"", ""water"", ""flour"", ""bamboo shoots"", ""bean sprouts"", ""soy sauce"", ""onions"", ""dried mushroom"", ""soy sauce"", ""sherry wine"", ""cornstarch"", ""salt"", ""cornstarch"", ""cold water"")",59.4,1.3,0.2,9.4,123.4,9.8,0.6,0.6,1.9,"c(""first make the doilys or wrappers for the spring rools."", ""if using the with eggs recipe make a batter with eggs water and flour beat until smooth."", ""grease a 7-inch skillet with a little oil, pour batter in and swish and pour off excess batter, leave wrapper in pan until it just sets, or solidifies."", ""remove and continue to the next doily."", ""if you are using the noegg recipe mix flour and water into a smooth thin batter."", ""same 7-inch lightly greased skillet."", ""use a pastry brush to make a 5-inch square rebrush if any holes appear heat until set remove and start on next wrapper."", 
""wrappers may be made in advanse and frozen as long as cornstarch is used between them."", ""filling."", ""cut bamboo shoots into stripslengthwise and saute with 1 tbsp oil."", ""add bean sprouts and heat thoroughly."", ""add 2 tbsp soy sauce and cook for a few seconds more and remove from pan."", ""cut mushrooms into strips add mushrooms onion and 1 tbsp oil to reheated pan."", ""saute then remove form pan."", ""mix 1 tbsp soy sauce, sherry, 1 tbsp cornstarch, and 1 tsp salt dredge pork in soy sherry mixture."", 
""reheat pan with 1 tbsp oil and saute pork."", ""add vegetables and ginger heat thoroughly then cool."", ""spread 1 1/1 tsp of mix on each wrapper about 1/3 from one edge."", ""roll to cover fold in sides and finish roll."", ""on top edge moistenwith mixture of 1 tbsp corn starch and 1/2 cup cold water."", ""to fry rolls heat deep fat frying oil to 390 and fry till brown and drain."", ""rolls can be frozen ahead as well."")"
72438,111610,Chicken Tikka,10.0,15.0,25,"c(""chicken breasts"", ""yogurt"", ""garlic"", ""ginger"", ""onion"", ""chili powder"", ""ground coriander"", ""tomato paste"", ""salt"", ""butter"")",321.5,16.5,4.8,110.4,182.8,5.3,1.4,2.3,36.7,"c(""Cut the chicken breasts in long strips or cubes."", ""In a medium bowl combine the yogurt, garlic, ginger, onion, chili powder, coriander, tomato paste and salt."", ""Add the chicken to the marinade mix well."", ""Cover the bowl and refrigerate for at least 6 hours but overnight is better."", ""Skewer the chicken and cook under a hot grill, or even nicer cook them on the barbeque, 4 to 5 minutes on each side basting them with butter."", ""Serve on the skewers (or remove the chicken from the skewers if you prefer).""
)"
73627,113344,Waffles,25.0,10.0,35,"c(""flour"", ""baking powder"", ""morton lite salt"", ""unsweetened applesauce"", ""1% low-fat milk"")",584.0,7.3,3.0,199.5,704.1,103.5,3.7,11.7,24.6,"c(""Beat egg whites until stiff peaks form."", ""Mix all other ingredients and fold in egg whites."")"
74923,115292,Chicken Tikka,30.0,30.0,60,"c(""boneless skinless chicken thighs"", ""boneless skinless chicken breast"", ""curry powder"", ""garlic cloves"", ""fresh ginger"", ""tomato paste"", ""lemon juice"", ""ground coriander"", ""ground cumin"", ""paprika"")",98.3,4.6,2.6,15.9,123.0,10.6,1.4,7.0,5.3,"c(""Mix all but chicken together in bowl, refrigerate overnight."", ""Add chicken, cut in 1 1/2 inch cubes to marinate in afore-mentioned bowl, cover and refrigerate at least 4 hours."", ""Preheat oven to 350 degrees."", ""Bring chicken to room temperature and skewer on bamboo skewers (soaked in water for 30 minutes)."", ""Place on baking tray and bake in oven for 20 to 35 minutes."", ""Three tablespoons of butter can be drizzled over for the last 5 minutes of cooking."")"
76570,117681,Chai,10.0,5.0,15,"c(""cardamom pods"", ""anise seed"", ""milk"", ""water"", ""sugar"")",229.5,8.9,5.6,34.2,120.2,30.3,0.0,18.9,8.0,"c(""Remove cardomom seeds from pods and place on a piece of aluminum foil (big enough to make a pouch around the spices) with the anise seeds."", ""Crush the spices with a rolling pin and reserve."", ""Bring the milk and water to a boil."", ""Put the tea bags in the liquid."", ""Bring liquid to a boil 3 times, removing from heat each time it boils."", ""After the third time the liquid boils, remove from heat and stir in spices."", ""Strain liquid."", ""Stir in sugar."", ""Serve."")"
81852,125608,Spring Rolls,10.0,60.0,70,"c(""onion"", ""carrots"", ""fresh ginger"", ""nutritional yeast flakes"", ""soy sauce"", ""cabbage"", ""fresh cilantro"", ""cornflour"")",41.9,0.2,0.0,1.0,122.7,8.5,0.5,0.3,1.4,"c(""Break the vermicelli into 10 cm lengths and soak in hot or boiling water for about 30 minutes. Drain and mix with the other ingredients except the pastry and cornflour."", ""Mix the cornflour with about 4T of cold water. then quickly add about 4 times the amount of boiling water while stirring. This will form a gluey mass with which you can paste down the pastry."", ""Open one packet of pastry and carefully separate each sheet by peeling from the corner. Place them evenly over one another to prevent them drying. They become very stiff and crumble on drying so if there is a delay in using the pastry, cover the sheets with the wrapper in which they were sold."", 
""Place a pastry sheet on the table in front of you so that one diagonal points at you."", ""Place a spoonful of mixture in the corner closest to you. Roll the sheet from the corner with the mixture on it about a third of the way up. Take the two side corners and fold them over to make an envelope before you continue rolling all the way up to the top."", ""Before you wrap the last corner, paste a little of the cornflour glue on the pastry. This prevents the pastry from unfolding if you deepfry the rolls. If you plan to shallow fry the rolls you don't need to use a cornflour mixture and can get away with a little water instead."", 
""Deep fry or shallow fry the rolls in vegetable oil. If the rolls are only about 2-3 cm thick they do not need defrosting after being deep frozen. Fry until the pastry is crispy brown."", ""These freeze well, but make sure you put them in the freezer as soon as you can after you have made them in order that they don't go soggy and break apart."", ""Serve alone or with tomato or chilli sauce or wine sauce."")"
85196,130598,Roti,20.0,5.0,25,"c(""whole wheat flour"", ""plain flour"", ""baking powder"", ""salt"", ""butter"", ""ghee"", ""milk"", ""eggs"")",325.8,17.3,10.2,93.8,297.6,36.4,3.7,0.3,7.8,"c(""In a large bowl, combine the flours, salt and baking powder, then add 100g of the butter or ghee and with your hands, rub this through the flour. Mix together the milk and eggs then gently combine this mixture with the flour. Knead the dough together lightly."", ""Transfer to an oiled plastic bag and set aside for at least 30 minutes (the dough can be kept in the refrigerator overnight).Divide the dough into 8 portions and roll each out to a 20cm flatbread. Melt the remaining 50g of butter or ghee."", 
""Heat a frying pan until medium-hot. Brush each roti with a little butter or ghee and cook, 1 at a time for 2 minutes, turning frequently, until speckled brown and firm. Keep the cooked roti covered with tinfoil in a warm oven until all are cooked."")"
94188,143763,Chicken Curry,21.0,20.0,41,"c(""olive oil"", ""onion"", ""garlic cloves"", ""boneless skinless chicken breast"", ""curry powder"", ""tomatoes"", ""fat-free chicken broth"", ""cayenne pepper"", ""plain fat-free yogurt"", ""all-purpose flour"", ""raisins"")",306.6,5.5,1.0,66.4,231.4,30.7,3.6,6.7,32.8,"c(""Let the oil get heated in a large nonstick skillet over medium-high heat."", ""ADd in onions and garlic; stir/saute for 4 minuts or until onion is tender."", ""Add in chicken; cook/stir for 4 minutes."", ""Add in curry powder and marjoram; cook 1 minute."", ""Add in tomato, broth, and pepper; lower heat and simmer 15 minutes; remove from heat."", ""Mix together the yogurt and flour; stir with a whisk."", ""Add to chicken mixture."", ""Cook 1 minute or until slightly thick."", ""Serve mixture over couscous; sprinkle raisins on top.""
)"
98013,149528,Samosa,30.0,30.0,60,"c(""potatoes"", ""carrot"", ""onion"", ""frozen green peas"", ""ground cumin"", ""ground coriander"", ""chili powder"", ""ground turmeric"", ""garlic clove"", ""fresh cilantro"", ""table salt"", ""black pepper"", ""phyllo dough"")",37.6,0.4,0.1,0.0,148.1,7.6,1.0,0.7,1.1,"c(""Cook potatoes and carrot in boiling, salted water until tender - about 10 minutes. Drain and partially mash them."", ""Mist non-stick frying pan with cooking spray. Sauté onion until softened, about 2 minutes."", ""Stir onion, peas, cumin, ground coriander, chilli powder, turmeric, garlic puree and fresh coriander or mint into potatoes and carrots. Season to taste. Cool completely."", ""Preheat oven to Gas Mark 4/180°C/350°F Mist baking sheets with spray cooking oil."", ""Cut filo pastry sheets into strips, measuring approximately 30 cm x 10 cm (12 inches x 4 inches)."", 
""Place a tablespoon of mixture at one end of a pastry strip. Fold over and over to make a triangle. Repeat to make 20 samosas."", ""Mist with cooking spray, place onto baking sheets and bake for 25 - 30 minutes, until golden."")"
100317,152877,Chicken Curry,20.0,10.0,30,"c(""olive oil"", ""onion"", ""celery"", ""all-purpose flour"", ""chicken broth"", ""water"", ""curry powder"", ""paprika"", ""soya sauce"", ""garlic powder"")",334.5,19.1,3.4,52.5,405.3,18.2,2.0,2.6,21.8,"c(""Sauté the onion and celery in the olive oil until tender."", ""Mix flour into the sautéed ingredients and stir constantly for about 1 minute."", ""Remove from heat and blend in the chicken broth and water."", ""Add curry powder, paprika, soy sauce and garlic powder and mix well."", ""Gently stir in chicken and serve over rice."")"
101168,154084,Pancakes,0.0,15.0,15,"c(""flour"", ""baking powder"", ""sugar"", ""salt"", ""egg"", ""milk"", ""butter"")",294.6,13.4,4.5,62.7,491.4,37.1,0.8,9.6,6.8,"c(""Preheat griddle to 250°F."", ""Stir together the flour, baking powder, sugar and salt."", ""Whisk together the oil, egg, and milk."", ""Stir the wet ingredients into the dry."", ""Prep the griddle with butter, then scoop or pour  on the pancake batter to desired size.  If desired, this is the time to add blueberries."", ""Flip the pancakes once they are firm enough to do so - they will have a nice light golden brown colour on the bottom."")"
103599,157503,Onion Rings,10.0,10.0,20,"c(""sweet onions"", ""buttermilk"", ""eggs"", ""water"", ""flour"", ""salt"", ""chili powder"", ""cayenne pepper"", ""sugar"", ""garlic powder"", ""cumin"")",171.2,2.4,0.9,55.9,688.2,29.8,1.6,6.1,7.5,"c(""Cut onions into 1/4-inch slices, separate into rings."", ""Place in a bowl, cover with buttermilk and soak for 30 minutes, stirring twice."", ""In another bowl, beat eggs and water."", ""In a shallow dish, combine flour, salt, chili powder, cayenne pepper, sugar, garlic powder, and cumin. Drain onion rings, dip in egg mixture, then coat with flour mixture."", ""In a skillet or deep fryer, heat 1 inch of oil to 375. Fry onio rings, a few at a time, for 1 to 1 1/2 minutes on each side or until golden brown. Drain on paper towels.""
)"
105254,159917,Chicken Curry,0.0,20.0,20,"c(""cooked brown rice"", ""olive oil"", ""onion"", ""flour"", ""curry powder"", ""water"", ""lemon juice"", ""tomato sauce"", ""garlic cloves"")",454.2,18.0,3.3,63.0,324.0,46.9,4.5,3.8,26.0,"c(""Cook onion in oil until tender."", ""Add chicken . Sauté briefly."", ""In separate bowl mix flour, curry powder."", ""Slowly stir in water and lemon juice to make paste."", ""Add tomato sauce and garlic and pour mixture over chicken mixture. Mix."", ""Place over top of the brown rice."")"
111066,168220,Rice,30.0,2.0,32,"c(""basmati rice"", ""chicken broth"", ""hot water"")",183.9,1.8,0.4,0.0,250.0,36.0,1.6,0.6,5.3,"c(""Add all ingredients in a pot; stir to mix."", ""Boil on a medium heat, stirring occasionally."", ""Note that the rice can stick in the pot easily, so stir occasionally to avoid this."", ""Make sure the rice is done before serving."")"
113784,172095,Chicken Curry,50.0,15.0,65,"c(""onion"", ""garlic"", ""ginger"", ""ground coriander"", ""cumin"", ""turmeric"", ""cayenne pepper"", ""black pepper"", ""salt"", ""tomatoes"", ""water"", ""boneless chicken"", ""unsweetened coconut milk"", ""cinnamon"", ""ground cloves"", ""cilantro"", ""basmati rice"")",466.0,36.3,11.3,113.5,693.5,5.5,1.3,1.6,29.3,"c(""In a Dutch oven heat the oil. Add the onion and cook until nicely browned around the edges, about 7 minutes. Add garlic and ginger and cook for 1 minute. Add  coriander, cumin, turmeric, cayenne and"", ""black pepper and stir for 1 minute. Add salt, tomato and water and cook over medium-low heat, stirring constantly, until the tomato is softened. Add the chicken and simmer, uncovered, stirring occasionally, for 15 minutes."", ""Add the coconut milk and simmer, partially covered, for another 15 minutes, or until the gravy thickens and the chicken is cooked. Add the cinnamon and cloves and simmer another minute."", 
""Remove the chicken from the heat and garnish with the cilantro. Serve with steamed basmati rice."")"
114735,173491,Chai,5.0,5.0,10,"c(""cold water"", ""cardamom pods"", ""gingerroot"", ""milk"", ""sugar"")",51.2,2.2,1.4,8.5,34.6,6.0,0.0,3.1,2.0,"c(""Pour water in pan."", ""Crush cardamom pods and ginger and then add to cold water."", ""Bring spiced water to a boil. Remove from heat and add tea bags. Allow mixture to steep for several minutes and then remove tea bags."", ""Add milk and sugar to spiced tea."", ""Reheat and serve."")"
114887,173724,Aloo Gobi,45.0,10.0,55,"c(""cauliflower"", ""potatoes"", ""methi seeds"", ""onion"", ""turmeric"", ""cumin powder"", ""coriander powder"", ""chili powder"", ""garam masala"")",223.3,0.9,0.2,0.0,69.7,49.5,9.4,6.4,8.0,"c(""Seperate the florets from Cauliflower. Wash & drain."", ""Cut Potatoes into Chunks."", ""Heat Oil in a Pan , add Onions & fry till translucent. Dump in the methi seeds and fry for one more minute."", ""Add ginger, garlic Paste, stir,then Mix in Potatoes and cover to cook."", ""When the Potatoes are half done , add the cauliflower,tumeric & salt. Cover to Cook."", ""Open afer a few minutes, add all the dry powders & mix. Continue cooking till the potatoes are extremely tender and soft."", ""Garnish with Cilantro leaves and Serve hot with Breads, Rice, Rotis or as a side dish.""
)"
115460,174535,Sandwich,0.0,10.0,10,"c(""skim milk"", ""salt"", ""black pepper"", ""green coriander"", ""green chili peppers"", ""cucumbers"", ""tomatoes"", ""cabbage"")",192.8,2.5,0.6,0.6,368.6,36.5,3.1,7.2,7.6,"c(""make a paste of milk powder with water."", ""mix salt, pepper, dhania and greem chili into milk paste."", ""spread over bread slices like butter."", ""layer with vegetables of your choice and make sandwich."")"
116120,175477,Pancakes,10.0,5.0,15,"c(""self-raising flour"", ""plain flour"", ""sugar"", ""egg"", ""skim milk"", ""polyunsaturated margarine"")",341.6,2.2,0.7,55.3,487.6,66.5,1.7,12.7,12.8,"c(""Put all ingredients into a bowl and beat with a whisk till blended."", ""Heat frying pan and put in 10g of margarine."", ""Pour each pancake to size and wait till it forms bubbles on top then turn."", ""Add more margarine as needed and serve with maple syrup, sugar and lemon or jam."")"
120588,181850,Onion Rings,60.0,20.0,80,"c(""onion powder"", ""ground black pepper"", ""water"", ""onion"")",32.7,0.1,0.0,0.0,4.2,7.9,1.1,3.3,0.7,"c(""Mix together tempura with seasonings and set in the refrigerator for thirty minutes."", ""Heat oil to 375 degrees.  Prepare a dish with paper towels to drain oil."", ""Lightly salt onion rings and dip in the batter.  Deep fry until the rings are golden brown and place on draining towels."", ""Serve hot with condiments."", ""**NOTE:  If desired, you can replace 1/4 of the cup of water with a flat beer.  It will enhance the flavor of the batter.  Cooking time also reflects the batter resting time.**."")"
121646,183400,French Toast,10.0,5.0,15,"c(""eggs"", ""milk"", ""honey"", ""vanilla extract"", ""cinnamon"", ""butter"", ""powdered sugar"")",296.1,7.4,2.4,214.3,421.7,44.6,1.3,20.3,10.8,"c(""mix the eggs, milk, honey, vanilla and cinnamon."", ""place the slices of bread on a large pan and pour the mixture over the bread.  let it soak for about 2 minutes."", ""heat a pan on medium heat and melt butter."", ""place the bread in the pan and fry until golden on both sides."", ""sprinkle with powdered sugar and serve."")"
122185,184185,French Toast,0.0,5.0,5,"c(""Amarula cream liqueur"", ""rum"", ""milk"")",41.9,0.6,0.3,2.1,7.6,0.7,0.0,0.0,0.5,"c(""Combine ingredients over cracked ice in cocktail shaker."", ""Shake and pour into a glass."", ""Lightly dust with cinnamon and swirl with cinnamon stick or straw."")"
126488,190377,Chai,10.0,5.0,15,"c(""water"", ""tea bags"", ""cinnamon stick"", ""cardamom seeds"", ""clove"", ""ginger"", ""milk"", ""sugar"", ""cinnamon"")",162.8,5.6,3.5,21.4,77.2,23.9,0.0,16.6,5.0,"c(""In a small saucepan, combine water, tea bags, cinnamon stick, cardamom, clove and ginger."", ""Bring to a boil. Reduce heat; cover and simmer for 5 minutes."", ""Stir in milk; return to a boil for 1 minute. Strain; discard tea bags and spices."", ""Stir in sugar until dissolved. Ladle into mugs."", ""Garnish with whipped cream and cinnamon."")"
126737,190736,Pancakes,5.0,15.0,20,"c(""all-purpose flour"", ""baking soda"", ""salt"", ""cinnamon"", ""milk"", ""eggs"", ""butter"")",156.9,6.9,3.9,63.1,192.2,18.1,0.6,0.1,5.3,"c(""Blend together the flour, baking soda, salt and cinnamon until mixed well."", ""Add milk, eggs and melted butter."", ""Mix well until it looks like a pancake batter."", ""Cook pancakes on a pan sprayed with non stick cooking spray."", ""Eat and enjoy!"")"
127569,191890,Pancakes,15.0,12.0,27,"c(""flour"", ""sugar"", ""baking powder"", ""eggs"", ""milk"", ""butter"")",408.8,18.7,5.7,111.3,326.2,49.6,1.3,9.7,10.5,"c(""Combine dry ingredients."", ""Stir in the eggs and milk."", ""Stir in the oil and beat well."", ""Melt slice of butter on a griddle over moderate heat."", ""When griddle is hot, pour pancake batter (abput 1/4 cup) onto the surface."", ""Cook until golden brown and then flip."", ""Cook until golden on both sides."")"
128187,192789,French Toast,15.0,10.0,25,"c(""eggs"", ""heavy cream"", ""honey"", ""salt"", ""ground cinnamon"", ""orange zest"", ""vanilla extract"", ""butter"")",331.7,18.2,10.0,136.3,518.6,35.1,1.5,11.0,7.4,"c(""In a medium bowl, beat together eggs, whipping cream, honey, salt, cinnamon, orange zest and vanilla extract."", ""In a griddle or frying pan, melt the butter over medium high heat."", ""Dip both sides of the bread slice in the egg mixture and carefully transfer to the hot griddle."", ""Brown on both sides and transfer to a warm plate while remaining stars cook."", ""Serve hot."")"
130428,196046,Chicken Tikka,20.0,120.0,140,"c(""plain yogurt"", ""cumin powder"", ""garam masala"", ""coriander powder"", ""turmeric powder"", ""chili powder"", ""garlic cloves"", ""gingerroot"", ""chicken breasts"", ""lemon"")",351.4,18.0,6.5,108.7,159.3,13.1,1.9,6.2,35.7,"c(""Mix the spices, lemon juice, ginger and garlic up into a paste with water"", ""Mix paste well with the yogurt to make a tandoori marinade."", ""Marinate the chicken in the marinade for 2-60 hours."", ""Preheat the oven to maximum for at least 20 minutes."", ""Shake off excess marinade and place chicken pieces on skewers on a wire rack in the oven."", ""Cook for 15-20 minutes, or until juices run clear."", ""Serve with a wedge of lemon."")"
131559,197687,Chicken Curry,30.0,20.0,50,"c(""chicken broth"", ""boneless skinless chicken breasts"", ""garam masala"", ""turmeric"", ""garlic powder"", ""curry powder"", ""crushed red pepper flakes"", ""minced garlic clove"", ""yellow onion"", ""green pepper"")",565.4,31.8,4.7,136.9,505.3,10.2,3.2,2.3,58.4,"c(""In large skillet, heat oil over medium-high heat."", ""brown all spices, onion and green pepper in oil."", ""add chicken to spice/oil mixture."", ""lightly brown chicken."", ""add chicken broth"", ""cover pan for approximately 20 minutes (or until broth is absorbed)."", ""serve warm with flour tortillas or rice."")"
132922,199699,Roti,45.0,30.0,75,"c(""chicken breasts"", ""garlic"", ""potatoes"", ""olive oil"", ""flour tortillas"", ""curry"")",1087.3,35.4,7.6,37.1,1504.2,156.5,14.3,6.1,36.4,"c(""Peel-off garlic and smash."", ""cut chicken and potatoes in cubits of about an inch."", ""On large skillet, heat oil on medium-high."", ""Fry garlic until golden and add half of the curry measure."", ""Add potatoes."", ""once it's turned to a golden color, add the chicken and the remainder curry and cook until chicken is fully cooked."", ""Serve on equal portions on flour tortillas, 2 rotis per person."")"
133036,199865,Pancakes,2.0,5.0,7,"c(""self raising flour"", ""sugar"", ""salt"", ""milk"", ""egg"", ""ground cinnamon"")",452.2,6.1,2.6,116.0,150.6,82.3,3.1,6.8,15.3,"c(""Add together all the dry ingredients to a bowl."", ""Whisk the eggs and add the eggs the same time you add the milk. Don't stir a lot , just lightly until have lumps in it."", ""Heat a frying pan with oil, spray or butter."", ""Add the contents in dollops."", ""Turn over and walla!"")"
133907,201137,Samosa,10.0,15.0,25,"c(""lamb"", ""hamburger"", ""potatoes"", ""cilantro"", ""onion"", ""curry powder"", ""cinnamon"", ""salt"")",376.3,11.5,4.7,60.0,61.4,47.0,6.1,2.1,21.4,"c(""Wash meat, dry and cook;."", ""break into small pieces."", ""Boil potatoes;cut into small pieces."", ""Mix meat,Potato,cilantro,Onion and seasonings."", ""Place small amount in corner of an egg roll wrapper; fold wrapper in."", ""half so it is triangular in shape."", ""Use milk to seal."", ""Deep fry."")"
135261,203124,Chicken Curry,60.0,15.0,75,"c(""chicken breast"", ""ground ginger"", ""curry powder"", ""garlic powder"", ""onion powder"", ""salt"", ""chicken broth"", ""cornstarch"")",209.3,10.9,3.1,72.6,694.9,1.1,0.3,0.2,25.1,"c(""Brown chicken in non-stick skillet."", ""Add spice mixture."", ""Add chicken broth."", ""Bring to boil."", ""Reduce to low heat, and simmer 45 minutes to an hour."", ""Mix cornstarch slurry, and add to mixture.  It should thicken into a nice gravy."", ""Serve over rice or egg noodles."")"
138040,206887,Spring Rolls,10.0,10.0,20,"c(""lime juice"", ""soy sauce"", ""brown sugar"", ""fresh ginger"", ""carrot"", ""cilantro leaf"", ""fresh basil"", ""green leaf lettuce"", ""garlic"", ""scallion"", ""crushed red pepper flakes"", ""red bell pepper"", ""shrimp"", ""rice paper sheets"")",111.0,2.4,0.4,85.8,274.4,12.2,2.4,4.8,10.6,"c(""Place the first 6 ingredients in a jar and shake."", ""Cook rice sticks. Combine with next 8 ingredients."", ""Cut each shrimp in half."", ""Soften rice sheets, one at a time."", ""Place ½ cup filling and 4 slices shrimp and wrap.  Serve with sauce."")"
139914,209572,French Fries,8.0,15.0,23,"c(""russet potatoes"", ""sea salt"", ""fresh ground black pepper"", ""flour"", ""evaporated milk"")",449.8,3.5,1.8,10.3,52.4,90.9,6.7,1.9,13.5,"c(""Heat a deep-fryer or a deep pot no more than half filled with oil to 325 degrees F."", ""Peel and slice potatoes to size of your desire and fry them for 2 minutes - this isn't to make them crispy, it is just to blanch them."", ""Drain and cool fries."", ""Raise temperature of fryer or oil to 360 degrees F."", ""Add salt and pepper to the flour and combine."", ""Take fries and dip first into the evaporated milk, shaking off excess, and then into the flour mixture, shaking off excess."", ""Fry for about 5 minutes, until browned.""
)"
140192,209962,White Rice,25.0,3.0,28,"c(""water"", ""coconut milk"", ""salt"", ""white rice"")",201.2,3.6,0.5,0.0,297.5,37.8,1.3,0.0,3.1,"c(""In saucepan over medium heat bring water, oil and coconut milk to a boil."", ""Add salt and rice, reduce heat to low and cook covered until water absorbed, about 25 minutes."")"
141230,211428,Onion Rings,5.0,10.0,15,"c(""yellow sweet onion"", ""beer"", ""flour"", ""baking powder"", ""salt"", ""pepper"")",151.2,0.3,0.1,0.0,88.0,28.9,1.2,1.3,3.8,"c(""Cut onion into thick slices. Separate rings."", ""Mix all other ingredients together in a bowl, to make the batter."", ""\""Dust\"" onion rings in flour."", ""Dip rings into batter."", ""Fry rings in deep fryer or in 2 inches vegetable oil until golden brown, in batches, so rings aren't touching or too close together while frying."", ""Drain on paper towels or brown paper bags."", ""Serve with hamburgers and cole slaw or cucumber salad. (See Zaar recipe 211355, \""Creamy Cucumber Salad.\"")."")"
141790,212247,French Toast,16.0,15.0,31,"c(""eggs"", ""2% low-fat milk"", ""cinnamon"", ""nutmeg"", ""vanilla extract"", ""confectioners' sugar"", ""maple syrup"")",216.0,6.8,2.2,187.2,333.8,26.9,1.4,3.3,10.6,"c(""Preheat the oven to 200°F Preaheat a griddle or large skillet over medium heat."", ""Whisk the eggs in a shallow bowl until foamy. Whisk in the milk, cinnamon, nutmeg, and vanilla extract until well blended."", ""Grease the griddle or skillet."", ""Dip the bread slices in the batter for a few seconds on each side and place on the griddle. Cook, flipping once with a spatula, untili golden brown on each side, about 4 minutes total. Don't let the griddle smoke; adjust the heat as needed. As the slices cook, place on an ovenproof plate to keep warm in the oven."", 
""Sprinkle the French toast lightly with the confectioners' sugar and serve with syrup at the table if desired."")"
147874,220883,Aloo Matar,10.0,30.0,40,"c(""potatoes"", ""green chili"", ""garlic paste"", ""ginger paste"", ""tomato sauce"", ""olive oil"", ""cumin seeds"", ""bay leaves"", ""turmeric"", ""garam masala"", ""coriander powder"")",184.3,9.6,1.3,0.0,269.2,21.7,4.5,5.7,4.7,"c(""Heat oil over medium heat."", ""Add cumin seed and bay leaves."", ""When seeds begin to splutter, add onion, garlic, and ginger paste and saute until oil separates."", ""Add half the tomato sauce, tumeric, garam masala, red pepper, and corriander powder."", ""Stir fry until the oil separates."", ""Add peas, potatoes, and green chilis and the rest of the tomato sauce and heat through."", ""Take out the bay leaves."", ""I like to serve this over jasmine rice with pita bread or naan.  You can also add plain yogurt to taste if you desire a creamier dish."", 
""Enjoy!"")"
149540,223178,Chicken Curry,360.0,20.0,380,"c(""boneless skinless chicken breast halves"", ""onion"", ""sweet potatoes"", ""garlic clove"", ""chicken bouillon granule"", ""salt"", ""pepper"", ""curry powder"", ""cornstarch"", ""cold water"", ""rice"", ""green onion"", ""peanuts"", ""raisins"")",236.2,1.9,0.5,68.5,789.4,24.4,3.0,7.1,29.1,"c(""Place chicken in slow cooker.  Cover with onions and sweet potatoes."", ""Combine orange juice, garlic, chicken bouillon granules, salt, pepper, and curry powder.  Pour over vegetables."", ""Cover.  Cook on Low 5-6 hours."", ""Remove chicken and vegetables and keep warm."", ""Turn slow cooker to High.  Dissolve cornstarch in cold water.  Stir into sauce in slow cooker.  Cover.  Cook on High 15-20 minutes."", ""Serve chicken and sauce over rice.  Sprinkle with your choice of toppings."")"
150597,224663,White Rice,25.0,5.0,30,"c(""rice"", ""water"", ""salt"")",205.6,3.7,0.5,0.0,584.2,38.7,0.7,0.0,3.2,"c(""Mix all ingredients together."", ""Bring to a rolling boil."", ""Cover."", ""Turn heat down to medium simmer for 20 minutes."", ""Remove from heat and let stand covered for 5 minutes."", ""You have the option of rinsing the rice or not. I personally like to rinse my rice in cold water to remove some of the starch."", ""Rinse again in hot water, drain and serve."")"
152225,226927,Butter Chicken,40.0,10.0,50,"c(""eggs"", ""boneless skinless chicken breasts"", ""butter"", ""black pepper"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""Preheat oven to 375 degrees."", ""Place eggs and cracker crumbs in two separate shallow bowls; add garlic salt and black pepper to the crumbs; mix."", ""Dip chicken breast in egg, then dredge in cracker crumbs."", ""Arrange coated chicken breasts in a 9X13-inch baking dish."", ""Drizzle melted butter over the top of the chicken breasts."", ""Bake in preheated oven for 40-50 minutes until juices run clear."")"
154758,230516,Butter Chicken,30.0,20.0,50,"c(""plain yogurt"", ""heavy cream"", ""ginger"", ""garlic cloves"", ""ground cinnamon"", ""fresh ground pepper"", ""paprika"", ""chili powder"", ""chicken breasts"", ""onions"", ""turmeric powder"", ""ground cumin"", ""ground fenugreek"", ""egg tomatoes"", ""butter"", ""salt"")",464.1,33.2,9.4,111.7,269.8,9.3,1.6,3.6,31.9,"c(""In a large bowl, mix together the ingredients for the marinade, adding the chicken. Fold the marinade with the meat until it is well coated. Cover and refrigerate for 30 minutes to 1 hour."", ""When ready to cook, begin the sauce. Heat the oil in a large pan or wok and fry the onions for 7 minutes or until they are lightly browned."", ""Add the turmeric, cumin and salt, followed by the fenugreek, if using, and cook, stirring, for 1 minute. Tip in the tomatoes and cook for 3 minutes or until the onion mixture becomes quite thick."", 
""Stir in the butter, then the chicken and marinade, and cook on a low heat for 10 minutes or until the chicken is done."", ""Serve the curry hot with naan bread and an onion and green leaf salad."")"
